,F_equation_0,G_equation_0,type,state
296,0.0,-1.892*x_1_0 + 1.892*x_2_0,Heat,True
297,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
298,-1.248*x_1_0**1.0,x_2_0**2.0,Population,True
299,-0.99*x_1_0**3.0,x_2_0**2.0,Population,True
300,0.658*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
301,-0.176*x_1_0**1.0,x_2_0**2.0,Population,True
302,-2.401*x_1_0 + 3.559*tanh(x_1_0),tanh(x_2_0),Excitation,True
303,-1.253*x_1_0**1.0,x_2_0**2.0,Population,True
304,-0.377*x_1_0**3.0,x_2_0**2.0,Population,True
305,x_1_0*(0.333 - 1.937*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
306,-0.293460295995793*x_1_0*(x_1_0 - 4.437)*(x_1_0 - 0.768) + 0.147,x_1_0*x_2_0/(0.877*x_1_0 + 0.092*x_2_0 + 5.055),Mutualistic,True
307,-0.676*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
308,-3.871*x_1_0 + 2.044*tanh(x_1_0),tanh(x_2_0),Excitation,True
309,-x_1_0,exp(1.389*x_2_0)/(exp(1.389*x_2_0) + 743.701689904547),Neural,True
310,-1.491*x_1_0**3.0,x_2_0**2.0,Population,True
311,0.0,-1.226*x_1_0 + 1.226*x_2_0,Heat,True
312,-0.331*x_1_0**1.0,x_2_0**1.0,Population,True
313,x_1_0*(1.771 - 1.393*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
314,-0.265717170643567*x_1_0*(x_1_0 - 4.856)*(x_1_0 - 0.775) + 0.08,x_1_0*x_2_0/(0.862*x_1_0 + 0.058*x_2_0 + 4.248),Mutualistic,True
315,6.46600000000000,8.212*sin(x_1_0*x_2_0),Kuramoto,True
316,-0.966*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
317,x_1_0*(0.698 - 0.134*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
318,-4.335*x_1_0,1.018*x_2_0*(1 - x_1_0),Epidemic,True
319,-5.067*x_1_0,4.951*x_2_0*(1 - x_1_0),Epidemic,True
320,-0.79*x_1_0**3.0,x_2_0**1.0,Population,True
321,-0.328*x_1_0**1.0,x_2_0**2.0,Population,True
322,9.28300000000000,7.914*sin(x_1_0*x_2_0),Kuramoto,True
323,-0.244565928493325*x_1_0*(x_1_0 - 5.331)*(x_1_0 - 0.767) + 0.149,x_1_0*x_2_0/(0.994*x_1_0 + 0.148*x_2_0 + 4.174),Mutualistic,True
324,7.89300000000000,9.754*sin(x_1_0*x_2_0),Kuramoto,True
325,-0.161847233690897*x_1_0*(x_1_0 - 4.342)*(x_1_0 - 1.423) + 0.076,x_1_0*x_2_0/(0.879*x_1_0 + 0.143*x_2_0 + 5.083),Mutualistic,True
326,-0.228703423118486*x_1_0*(x_1_0 - 4.075)*(x_1_0 - 1.073) + 0.13,x_1_0*x_2_0/(0.807*x_1_0 + 0.136*x_2_0 + 4.26),Mutualistic,True
327,-1.326*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
328,-1.426*x_1_0 + 4.101*tanh(x_1_0),tanh(x_2_0),Excitation,True
329,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
330,-0.384*x_1_0**1.0,x_2_0**2.0,Population,True
331,-x_1_0,exp(1.65*x_2_0)/(exp(1.65*x_2_0) + 92.8420813655756),Neural,True
332,x_1_0*(1.942 - 1.372*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
333,0.0,-1.653*x_1_0 + 1.653*x_2_0,Heat,True
334,-2.132*x_1_0 + 3.667*tanh(x_1_0),tanh(x_2_0),Excitation,True
335,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
336,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
337,0.0,-0.718*x_1_0 + 0.718*x_2_0,Heat,True
338,1.147*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
339,x_1_0*(0.065 - 0.589*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
340,9.99000000000000,6.544*sin(x_1_0*x_2_0),Kuramoto,True
341,x_1_0*(1.915 - 0.869*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
342,-1.043*x_1_0 + 2.293*tanh(x_1_0),tanh(x_2_0),Excitation,True
343,-1.839*x_1_0 + 1.107*tanh(x_1_0),tanh(x_2_0),Excitation,True
344,-1.306*x_1_0**1.0,x_2_0**2.0,Population,True
345,0.0,-1.044*x_1_0 + 1.044*x_2_0,Heat,True
346,x_1_0*(1.149 - 0.921*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
347,-0.181*x_1_0**1.0,x_2_0**1.0,Population,True
348,0.0,-1.279*x_1_0 + 1.279*x_2_0,Heat,True
349,-3.769*x_1_0 + 4.858*tanh(x_1_0),tanh(x_2_0),Excitation,True
350,-1.835*x_1_0 + 2.582*tanh(x_1_0),tanh(x_2_0),Excitation,True
351,1.241*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
352,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
353,x_1_0*(0.467 - 0.183*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
354,-2.656*x_1_0 + 2.987*tanh(x_1_0),tanh(x_2_0),Excitation,True
355,-2.525*x_1_0,4.743*x_2_0*(1 - x_1_0),Epidemic,True
356,6.77100000000000,9.219*sin(x_1_0*x_2_0),Kuramoto,True
357,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
358,-4.263*x_1_0,2.042*x_2_0*(1 - x_1_0),Epidemic,True
359,0.0,-0.991*x_1_0 + 0.991*x_2_0,Heat,True
360,-1.27*x_1_0**1.0,x_2_0**2.0,Population,True
361,-x_1_0,exp(2.674*x_2_0)/(exp(2.674*x_2_0) + 428.068829824913),Neural,True
362,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
363,1.274*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
364,-x_1_0,exp(2.045*x_2_0)/(exp(2.045*x_2_0) + 1050.57194040375),Neural,True
365,-1.695*x_1_0**1.0,x_2_0**1.0,Population,True
366,0.864*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
367,-1.641*x_1_0**1.0,x_2_0**2.0,Population,True
368,5.76500000000000,6.661*sin(x_1_0*x_2_0),Kuramoto,True
369,-4.495*x_1_0 + 2.558*tanh(x_1_0),tanh(x_2_0),Excitation,True
370,-0.527*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
371,-6.597*x_1_0,0.825*x_2_0*(1 - x_1_0),Epidemic,True
372,-4.374*x_1_0 + 3.04*tanh(x_1_0),tanh(x_2_0),Excitation,True
373,-1.09*x_1_0**1.0,x_2_0**1.0,Population,True
374,-0.149454580454091*x_1_0*(x_1_0 - 5.046)*(x_1_0 - 1.326) + 0.134,x_1_0*x_2_0/(0.804*x_1_0 + 0.07*x_2_0 + 5.143),Mutualistic,True
375,0.0,-1.431*x_1_0 + 1.431*x_2_0,Heat,True
376,-1.626*x_1_0,4.668*x_2_0*(1 - x_1_0),Epidemic,True
377,x_1_0*(0.565 - 1.171*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
378,0.0,-0.867*x_1_0 + 0.867*x_2_0,Heat,True
379,-0.173960390958583*x_1_0*(x_1_0 - 4.977)*(x_1_0 - 1.155) + 0.148,x_1_0*x_2_0/(0.953*x_1_0 + 0.087*x_2_0 + 4.1),Mutualistic,True
380,-x_1_0,exp(2.518*x_2_0)/(exp(2.518*x_2_0) + 118899.990169482),Neural,True
381,-0.246731973330248*x_1_0*(x_1_0 - 4.889)*(x_1_0 - 0.829) + 0.072,x_1_0*x_2_0/(0.838*x_1_0 + 0.063*x_2_0 + 4.416),Mutualistic,True
382,-4.847*x_1_0,0.854*x_2_0*(1 - x_1_0),Epidemic,True
383,-2.151*x_1_0,3.576*x_2_0*(1 - x_1_0),Epidemic,True
384,-1.578*x_1_0**1.0,x_2_0**1.0,Population,True
385,-x_1_0,exp(0.239*x_2_0)/(exp(0.239*x_2_0) + 5.86263991742896),Neural,True
386,x_1_0*(1.884 - 1.33*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
387,-x_1_0,exp(1.756*x_2_0)/(exp(1.756*x_2_0) + 14948.16755897),Neural,True
388,x_1_0*(0.378 - 1.935*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
389,x_1_0*(1.247 - 1.981*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
390,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
391,x_1_0*(0.979 - 1.486*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
392,0.0,-1.022*x_1_0 + 1.022*x_2_0,Heat,True
393,-0.2273328671494*x_1_0*(x_1_0 - 5.834)*(x_1_0 - 0.754) + 0.103,x_1_0*x_2_0/(0.885*x_1_0 + 0.148*x_2_0 + 5.227),Mutualistic,True
394,-0.369077777974619*x_1_0*(x_1_0 - 4.804)*(x_1_0 - 0.564) + 0.058,x_1_0*x_2_0/(0.993*x_1_0 + 0.104*x_2_0 + 5.282),Mutualistic,True
395,0.0,-1.406*x_1_0 + 1.406*x_2_0,Heat,True
396,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
397,-7.688*x_1_0,0.842*x_2_0*(1 - x_1_0),Epidemic,True
398,x_1_0*(1.673 - 1.974*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
399,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
400,-1.876*x_1_0**1.0,x_2_0**1.0,Population,True
401,-1.311*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
402,-1.352*x_1_0**1.0,x_2_0**1.0,Population,True
403,-1.035*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
404,x_1_0*(0.88 - 0.975*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
405,-x_1_0,exp(2.458*x_2_0)/(exp(2.458*x_2_0) + 107689.999103704),Neural,True
406,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
407,-x_1_0,exp(1.329*x_2_0)/(exp(1.329*x_2_0) + 25922.4067716479),Neural,True
408,-0.183832078955143*x_1_0*(x_1_0 - 5.127)*(x_1_0 - 1.061) + 0.092,x_1_0*x_2_0/(0.959*x_1_0 + 0.123*x_2_0 + 5.879),Mutualistic,True
409,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
410,-0.166445405241299*x_1_0*(x_1_0 - 4.264)*(x_1_0 - 1.409) + 0.138,x_1_0*x_2_0/(0.92*x_1_0 + 0.077*x_2_0 + 4.426),Mutualistic,True
411,7.38500000000000,7.705*sin(x_1_0*x_2_0),Kuramoto,True
412,0.0,-1.92*x_1_0 + 1.92*x_2_0,Heat,True
413,-0.232176290528693*x_1_0*(x_1_0 - 4.928)*(x_1_0 - 0.874) + 0.082,x_1_0*x_2_0/(0.986*x_1_0 + 0.121*x_2_0 + 5.691),Mutualistic,True
414,9.51700000000000,5.782*sin(x_1_0*x_2_0),Kuramoto,True
415,-x_1_0,exp(2.847*x_2_0)/(exp(2.847*x_2_0) + 17.7337570288786),Neural,True
416,-0.171373614358641*x_1_0*(x_1_0 - 4.041)*(x_1_0 - 1.444) + 0.115,x_1_0*x_2_0/(0.965*x_1_0 + 0.113*x_2_0 + 4.567),Mutualistic,True
417,-x_1_0,exp(2.04*x_2_0)/(exp(2.04*x_2_0) + 449189.44309464),Neural,True
418,-0.913*x_1_0**1.0,x_2_0**2.0,Population,True
419,x_1_0*(1.291 - 1.455*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
420,9.21100000000000,7.157*sin(x_1_0*x_2_0),Kuramoto,True
421,0.0,-1.722*x_1_0 + 1.722*x_2_0,Heat,True
422,-0.211843132702352*x_1_0*(x_1_0 - 5.401)*(x_1_0 - 0.874) + 0.106,x_1_0*x_2_0/(0.89*x_1_0 + 0.122*x_2_0 + 5.583),Mutualistic,True
423,-5.496*x_1_0,0.291*x_2_0*(1 - x_1_0),Epidemic,True
424,-0.555*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
425,-1.922*x_1_0**3.0,x_2_0**1.0,Population,True
426,0.0,-1.634*x_1_0 + 1.634*x_2_0,Heat,True
427,8.10100000000000,5.014*sin(x_1_0*x_2_0),Kuramoto,True
428,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
429,-1.336*x_1_0**1.0,x_2_0**2.0,Population,True
430,0.0,-1.965*x_1_0 + 1.965*x_2_0,Heat,True
431,-1.034*x_1_0 + 4.652*tanh(x_1_0),tanh(x_2_0),Excitation,True
432,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
433,-0.16124777397448*x_1_0*(x_1_0 - 5.194)*(x_1_0 - 1.194) + 0.071,x_1_0*x_2_0/(0.938*x_1_0 + 0.111*x_2_0 + 4.05),Mutualistic,True
434,-x_1_0,exp(0.994*x_2_0)/(exp(0.994*x_2_0) + 308.401960909293),Neural,True
435,-1.41*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
436,-1.601*x_1_0**1.0,x_2_0**2.0,Population,True
437,0.0,-1.811*x_1_0 + 1.811*x_2_0,Heat,True
438,-0.194172796701859*x_1_0*(x_1_0 - 4.933)*(x_1_0 - 1.044) + 0.141,x_1_0*x_2_0/(0.855*x_1_0 + 0.13*x_2_0 + 5.176),Mutualistic,True
439,-0.151466957483225*x_1_0*(x_1_0 - 5.595)*(x_1_0 - 1.18) + 0.082,x_1_0*x_2_0/(0.935*x_1_0 + 0.081*x_2_0 + 5.711),Mutualistic,True
440,-0.306*x_1_0**3.0,x_2_0**2.0,Population,True
441,x_1_0*(1.378 - 1.368*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
442,-1.966*x_1_0**1.0,x_2_0**2.0,Population,True
443,-1.049*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
444,-0.172524446714099*x_1_0*(x_1_0 - 5.08)*(x_1_0 - 1.141) + 0.057,x_1_0*x_2_0/(0.895*x_1_0 + 0.071*x_2_0 + 5.423),Mutualistic,True
445,-1.727*x_1_0**1.0,x_2_0**2.0,Population,True
446,-0.328581821145029*x_1_0*(x_1_0 - 5.377)*(x_1_0 - 0.566) + 0.105,x_1_0*x_2_0/(0.8*x_1_0 + 0.128*x_2_0 + 5.503),Mutualistic,True
447,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
448,-x_1_0,exp(2.312*x_2_0)/(exp(2.312*x_2_0) + 259446.034390014),Neural,True
449,x_1_0*(0.887 - 0.872*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
450,9.15400000000000,9.432*sin(x_1_0*x_2_0),Kuramoto,True
451,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
452,0.0,-1.375*x_1_0 + 1.375*x_2_0,Heat,True
453,-1.408*x_1_0**3.0,x_2_0**2.0,Population,True
454,0.958*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
455,-x_1_0,exp(1.958*x_2_0)/(exp(1.958*x_2_0) + 133638372.882389),Neural,True
456,0.0,-1.929*x_1_0 + 1.929*x_2_0,Heat,True
457,0.0,-1.821*x_1_0 + 1.821*x_2_0,Heat,True
458,-0.113*x_1_0**3.0,x_2_0**2.0,Population,True
459,-0.765*x_1_0**1.0,x_2_0**1.0,Population,True
460,-x_1_0,exp(0.85*x_2_0)/(exp(0.85*x_2_0) + 174.373578400419),Neural,True
461,-1.088*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
462,-0.575*x_1_0**3.0,x_2_0**2.0,Population,True
463,-0.275284389420601*x_1_0*(x_1_0 - 4.983)*(x_1_0 - 0.729) + 0.073,x_1_0*x_2_0/(0.996*x_1_0 + 0.128*x_2_0 + 4.095),Mutualistic,True
464,-x_1_0,exp(0.183*x_2_0)/(exp(0.183*x_2_0) + 1.43248686459854),Neural,True
465,0.547*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
466,-1.348*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
467,0.0,-1.04*x_1_0 + 1.04*x_2_0,Heat,True
468,0.0,-0.544*x_1_0 + 0.544*x_2_0,Heat,True
469,7.62600000000000,6.778*sin(x_1_0*x_2_0),Kuramoto,True
470,-3.952*x_1_0 + 2.191*tanh(x_1_0),tanh(x_2_0),Excitation,True
471,x_1_0*(0.473 - 1.004*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
472,-0.785*x_1_0**1.0,x_2_0**1.0,Population,True
473,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
474,-1.036*x_1_0**1.0,x_2_0**2.0,Population,True
475,-0.363930154524744*x_1_0*(x_1_0 - 5.165)*(x_1_0 - 0.532) + 0.132,x_1_0*x_2_0/(0.859*x_1_0 + 0.086*x_2_0 + 5.952),Mutualistic,True
476,-4.875*x_1_0 + 3.592*tanh(x_1_0),tanh(x_2_0),Excitation,True
477,-x_1_0,exp(0.744*x_2_0)/(exp(0.744*x_2_0) + 8.61182277115142),Neural,True
478,-1.433*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
479,1.318*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
480,9.07900000000000,6.168*sin(x_1_0*x_2_0),Kuramoto,True
481,-0.166481539195082*x_1_0*(x_1_0 - 4.848)*(x_1_0 - 1.239) + 0.15,x_1_0*x_2_0/(0.974*x_1_0 + 0.095*x_2_0 + 5.617),Mutualistic,True
482,5.29300000000000,9.642*sin(x_1_0*x_2_0),Kuramoto,True
483,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
484,-0.167469263110122*x_1_0*(x_1_0 - 5.365)*(x_1_0 - 1.113) + 0.09,x_1_0*x_2_0/(0.825*x_1_0 + 0.086*x_2_0 + 5.308),Mutualistic,True
485,6.67400000000000,7.878*sin(x_1_0*x_2_0),Kuramoto,True
486,-4.274*x_1_0,3.009*x_2_0*(1 - x_1_0),Epidemic,True
487,-0.119411497153887*x_1_0*(x_1_0 - 5.693)*(x_1_0 - 1.471) + 0.106,x_1_0*x_2_0/(0.863*x_1_0 + 0.061*x_2_0 + 5.289),Mutualistic,True
488,0.985*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
489,x_1_0*(0.399 - 1.555*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
490,-1.084*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
491,-2.022*x_1_0 + 3.739*tanh(x_1_0),tanh(x_2_0),Excitation,True
492,x_1_0*(0.044 - 0.555*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
493,0.0,-1.761*x_1_0 + 1.761*x_2_0,Heat,True
494,-x_1_0,exp(1.463*x_2_0)/(exp(1.463*x_2_0) + 144.633072395337),Neural,True
495,-0.927*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
496,-2.205*x_1_0 + 2.598*tanh(x_1_0),tanh(x_2_0),Excitation,True
497,-5.372*x_1_0,1.694*x_2_0*(1 - x_1_0),Epidemic,True
498,-1.94*x_1_0**1.0,x_2_0**2.0,Population,True
499,-1.379*x_1_0**3.0,x_2_0**2.0,Population,True
500,8.27800000000000,5.537*sin(x_1_0*x_2_0),Kuramoto,True
501,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
502,-4.947*x_1_0 + 1.683*tanh(x_1_0),tanh(x_2_0),Excitation,True
503,x_1_0*(0.229 - 0.597*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
504,-1.103*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
505,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
506,-1.99*x_1_0**3.0,x_2_0**2.0,Population,True
507,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
508,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
509,x_1_0*(1.192 - 1.305*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
510,-0.267713103646199*x_1_0*(x_1_0 - 5.634)*(x_1_0 - 0.663) + 0.062,x_1_0*x_2_0/(0.861*x_1_0 + 0.087*x_2_0 + 4.57),Mutualistic,True
511,7.24600000000000,9.175*sin(x_1_0*x_2_0),Kuramoto,True
512,0.0,-1.604*x_1_0 + 1.604*x_2_0,Heat,True
513,x_1_0*(0.877 - 0.022*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
514,5.42500000000000,5.17*sin(x_1_0*x_2_0),Kuramoto,True
515,-1.94*x_1_0**3.0,x_2_0**1.0,Population,True
516,0.0,-1.629*x_1_0 + 1.629*x_2_0,Heat,True
517,0.871*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
518,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
519,0.0,-1.299*x_1_0 + 1.299*x_2_0,Heat,True
520,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
521,-x_1_0,exp(1.34*x_2_0)/(exp(1.34*x_2_0) + 50507.6455078878),Neural,True
522,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
523,-1.082*x_1_0,3.468*x_2_0*(1 - x_1_0),Epidemic,True
524,-1.525*x_1_0 + 3.908*tanh(x_1_0),tanh(x_2_0),Excitation,True
525,-1.624*x_1_0**1.0,x_2_0**2.0,Population,True
526,-0.762*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
527,-4.164*x_1_0 + 2.58*tanh(x_1_0),tanh(x_2_0),Excitation,True
528,-2.249*x_1_0 + 2.541*tanh(x_1_0),tanh(x_2_0),Excitation,True
529,-0.815*x_1_0**1.0,x_2_0**2.0,Population,True
530,9.76800000000000,7.307*sin(x_1_0*x_2_0),Kuramoto,True
531,-x_1_0,exp(1.198*x_2_0)/(exp(1.198*x_2_0) + 67.0192572677554),Neural,True
532,-4.89*x_1_0,4.538*x_2_0*(1 - x_1_0),Epidemic,True
533,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
534,-3.71*x_1_0 + 2.026*tanh(x_1_0),tanh(x_2_0),Excitation,True
535,-3.221*x_1_0 + 3.015*tanh(x_1_0),tanh(x_2_0),Excitation,True
536,x_1_0*(1.09 - 0.621*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
537,-1.147*x_1_0 + 2.791*tanh(x_1_0),tanh(x_2_0),Excitation,True
538,0.0,-1.267*x_1_0 + 1.267*x_2_0,Heat,True
539,1.419*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
540,-x_1_0,exp(2.861*x_2_0)/(exp(2.861*x_2_0) + 4365241.18489127),Neural,True
541,x_1_0*(1.984 - 1.621*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
542,x_1_0*(0.722 - 0.108*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
543,x_1_0*(1.141 - 0.991*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
544,-1.183*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
545,1.189*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
546,-1.545*x_1_0**3.0,x_2_0**1.0,Population,True
547,9.65000000000000,8.717*sin(x_1_0*x_2_0),Kuramoto,True
548,x_1_0*(1.973 - 0.628*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
549,9.90300000000000,7.407*sin(x_1_0*x_2_0),Kuramoto,True
550,0.0,-1.535*x_1_0 + 1.535*x_2_0,Heat,True
551,5.73500000000000,9.452*sin(x_1_0*x_2_0),Kuramoto,True
552,-0.331*x_1_0**3.0,x_2_0**1.0,Population,True
553,0.679*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
554,0.0,-1.555*x_1_0 + 1.555*x_2_0,Heat,True
555,0.955*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
556,x_1_0*(0.126 - 0.922*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
557,1.1*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
558,-1.461*x_1_0**1.0,x_2_0**2.0,Population,True
559,-1.094*x_1_0**1.0,x_2_0**2.0,Population,True
560,-1.573*x_1_0**1.0,x_2_0**1.0,Population,True
561,-x_1_0,exp(1.618*x_2_0)/(exp(1.618*x_2_0) + 935.334294861829),Neural,True
562,0.612*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
563,-0.715*x_1_0**1.0,x_2_0**1.0,Population,True
564,-x_1_0,exp(2.979*x_2_0)/(exp(2.979*x_2_0) + 113.032230080995),Neural,True
565,0.0,-0.725*x_1_0 + 0.725*x_2_0,Heat,True
566,0.588*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
567,-1.715*x_1_0**3.0,x_2_0**1.0,Population,True
568,-5.985*x_1_0,2.961*x_2_0*(1 - x_1_0),Epidemic,True
569,-0.547*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
570,-x_1_0,exp(1.079*x_2_0)/(exp(1.079*x_2_0) + 386.093666749322),Neural,True
571,0.0,-1.851*x_1_0 + 1.851*x_2_0,Heat,True
572,-1.017*x_1_0**1.0,x_2_0**2.0,Population,True
573,-5.226*x_1_0,4.649*x_2_0*(1 - x_1_0),Epidemic,True
574,0.0,-1.91*x_1_0 + 1.91*x_2_0,Heat,True
575,-2.355*x_1_0,3.095*x_2_0*(1 - x_1_0),Epidemic,True
576,-1.549*x_1_0 + 4.045*tanh(x_1_0),tanh(x_2_0),Excitation,True
577,-0.347095797398795*x_1_0*(x_1_0 - 5.267)*(x_1_0 - 0.547) + 0.079,x_1_0*x_2_0/(0.889*x_1_0 + 0.076*x_2_0 + 5.812),Mutualistic,True
578,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
579,0.0,-1.749*x_1_0 + 1.749*x_2_0,Heat,True
580,0.0,-0.773*x_1_0 + 0.773*x_2_0,Heat,True
581,-1.187*x_1_0**1.0,x_2_0**2.0,Population,True
582,x_1_0*(0.121 - 0.184*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
